"cluster","name","avg_log2FC","p_val","p_val_adj","gene","COG_class","Func_anno","Func","time","Anno"
"C4-dicarboxylate anaerobe cells","AhpC",-0.630429066905021,0.0244531708162281,0.19674218559173,"COG0450","V","Alkyl hydroperoxide reductase subunit AhpC (peroxiredoxin)","","","2RII"
"C4-dicarboxylate anaerobe cells","Dcm",-0.627436719326358,0.0226866509390169,0.18961139619116,"COG0270","L","DNA-cytosine methylase","","","3LX6"
"C4-dicarboxylate anaerobe cells","AcrA",-0.615429401331927,0.00307148652585431,0.103640731058112,"COG0845","MV","Multidrug efflux pump subunit AcrA (membrane-fusion protein)","","","1T5E"
"C4-dicarboxylate anaerobe cells","RsmA",-0.602700986208204,0.0300744322627885,0.217445010709513,"COG0030","J","16S rRNA A1518 and A1519 N6-dimethyltransferase RsmA/KsgA/DIM1 (may also have DNA glycosylase/AP lyase activity)","16S rRNA modification","","1QYR"
"C4-dicarboxylate anaerobe cells","RpsR",-0.592689089875749,0.0079697669960431,0.152620927661169,"COG0238","J","Ribosomal protein S18","Ribosome 30S subunit","","4V4H"
"C4-dicarboxylate anaerobe cells","RpmF",-0.590267068736215,0.0294712282925721,0.217445010709513,"COG0333","J","Ribosomal protein L32","Ribosome 50S subunit","17114934","1VS6"
"C4-dicarboxylate anaerobe cells","COG4393",-0.584273820944813,0.0202018963993246,0.184949144555057,"COG4393","S","Uncharacterized membrane protein","","",""
"C4-dicarboxylate anaerobe cells","RpsB",-0.576232741743055,0.00559269919647316,0.124622221717638,"COG0052","J","Ribosomal protein S2","Ribosome 30S subunit","","4V4H"
"C4-dicarboxylate anaerobe cells","MscL",-0.569719795075746,0.0475541516394902,0.273958307737746,"COG1970","M","Large-conductance mechanosensitive channel","","","2OAR"
"C4-dicarboxylate anaerobe cells","COG4976",-0.567366320525396,0.0105362179520029,0.165127914972691,"COG4976","R","Predicted methyltransferase, contains TPR repeat","","",""
"C4-dicarboxylate anaerobe cells","YHS",-0.566897528976733,0.0227819926875047,0.18961139619116,"COG3350","P","Heavy metal-bindng TRASH/YHS domain, predicted Cu/Ag metallochaperone","","",""
"C4-dicarboxylate anaerobe cells","MotB",-0.563353738533193,0.0300573265718774,0.217445010709513,"COG1360","N","Flagellar motor protein MotB","","",""
"C4-dicarboxylate anaerobe cells","DnaB",-0.561809999868403,0.0311314345564139,0.22148327838027,"COG0305","L","Replicative DNA helicase","","","1B79"
"C4-dicarboxylate anaerobe cells","TalA",-0.55468005235354,0.0191522097486122,0.180950077704888,"COG0176","G","Transaldolase/fructose-6-phosphate aldolase","Pentose phosphate pathway","","1F05"
"C4-dicarboxylate anaerobe cells","GlnQ",-0.554253788883091,0.0357649144633571,0.237294179669802,"COG1126","E","ABC-type polar amino acid transport system, ATPase component","","","4YMS"
"C4-dicarboxylate anaerobe cells","NirB",-0.55129773781892,0.0106325672068266,0.165127914972691,"COG1251","C","NAD(P)H-nitrite reductase, large subunit","","",""
"C4-dicarboxylate anaerobe cells","RpmE",-0.538508671239571,0.0162004314997918,0.1774356359938,"COG0254","J","Ribosomal protein L31","Ribosome 50S subunit","","1VS6"
"C4-dicarboxylate anaerobe cells","WecC",-0.536867716111645,0.0140223388357496,0.169687090707482,"COG0677","M","UDP-N-acetyl-D-mannosaminuronate dehydrogenase","","","3OJL"
"C4-dicarboxylate anaerobe cells","H3TH",-0.536839320414569,0.0104760259568866,0.165127914972691,"COG3743","L","Predicted 5' DNA nuclease, flap endonuclease-1-like, helix-3-turn-helix (H3TH) domain","","",""
"C4-dicarboxylate anaerobe cells","TatA",-0.535033158694488,0.0274828581702525,0.214948711914359,"COG1826","U","Twin-arginine protein secretion pathway components TatA and TatB","","","2L16"
"C4-dicarboxylate anaerobe cells","TlyC",-0.532546168563287,0.0207926721838314,0.187451495031335,"COG1253","R","Hemolysin-related protein, contains CBS domains, UPF0053 family","","","2NQW"
"C4-dicarboxylate anaerobe cells","RpoA",-0.531402113924282,0.00550169119697261,0.124622221717638,"COG0202","K","DNA-directed RNA polymerase, alpha subunit/40 kD subunit","RNA polymerase","","4KN7"
"C4-dicarboxylate anaerobe cells","RplB",-0.531174755799267,0.00935971143424984,0.164982376176852,"COG0090","J","Ribosomal protein L2","Ribosome 50S subunit","","1VS6"
"C4-dicarboxylate anaerobe cells","GapA",-0.529967856081783,0.0403421664494117,0.249445542286677,"COG0057","G","Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase","Glycolysis","","3ZDF"
"C4-dicarboxylate anaerobe cells","RplI",-0.529801236750718,0.0378852385446294,0.246831692689457,"COG0359","J","Ribosomal protein L9","Ribosome 50S subunit","27112601","1VS6"
"C4-dicarboxylate anaerobe cells","RplC",-0.524541213132815,0.00818200192606411,0.152620927661169,"COG0087","J","Ribosomal protein L3","Ribosome 50S subunit","","1VS6"
"C4-dicarboxylate anaerobe cells","RplU",-0.523701375928049,0.0233026668041741,0.191114232609233,"COG0261","J","Ribosomal protein L21","Ribosome 50S subunit","","1VS6"
"C4-dicarboxylate anaerobe cells","MurD",-0.515829695835748,0.0492579085406138,0.278342535820406,"COG0771","M","UDP-N-acetylmuramoylalanine-D-glutamate ligase","Mureine biosynthesis","","1E0D"
"C4-dicarboxylate anaerobe cells","Ffh",-0.510315241334105,0.0290964619646676,0.217445010709513,"COG0541","U","Signal recognition particle GTPase","","","2V3C"
"C4-dicarboxylate anaerobe cells","CheA",-0.505148241274033,0.00771156190245693,0.152620927661169,"COG0643","T","Chemotaxis protein histidine kinase CheA","","","1B3Q"
"C4-dicarboxylate anaerobe cells","AtpA",-0.50183203053164,0.00289542746854868,0.100573524716353,"COG0056","C","FoF1-type ATP synthase, alpha subunit","FoF1-type ATP synthase","","3OAA"
"C4-dicarboxylate anaerobe cells","RplY",-0.497612993518095,0.00478322814597038,0.117687342508146,"COG1825","J","Ribosomal protein L25 (general stress protein Ctc)","Ribosome 50S subunit","","1B75"
"C4-dicarboxylate anaerobe cells","Tsf",-0.495473899723988,0.01090567389192,0.165127914972691,"COG0264","J","Translation elongation factor EF-Ts","Translation factors","","1EFU"
"C4-dicarboxylate anaerobe cells","RpsL",-0.490086086182514,0.0227797386433347,0.18961139619116,"COG0048","J","Ribosomal protein S12","Ribosome 30S subunit","","4V4H"
"C4-dicarboxylate anaerobe cells","FepD",-0.490022282509078,0.0318143724574937,0.222324105753255,"COG0609","P","ABC-type Fe3+-siderophore transport system, permease component","","","2NQ2"
"C4-dicarboxylate anaerobe cells","COG4564",-0.472117129838005,0.0171989823349131,0.178175422259055,"COG4564","T","Signal transduction histidine kinase","","","2QHK"
"C4-dicarboxylate anaerobe cells","RplP",-0.471900291174258,0.0420834907914128,0.257516075775433,"COG0197","J","Ribosomal protein L16/L10AE","Ribosome 50S subunit","","1WKI"
"C4-dicarboxylate anaerobe cells","CsdA",-0.471317015193619,0.0429381234253845,0.258724100843771,"COG0520","E","Selenocysteine lyase/Cysteine desulfurase","","","4LW2"
"C4-dicarboxylate anaerobe cells","GlpC",-0.471278225261451,0.0472354952058194,0.273620009696522,"COG0247","C","Fe-S cluster-containing oxidoreductase, includes glycolate oxidase subunit GlcF","","",""
"C4-dicarboxylate anaerobe cells","Fba",-0.465782640968506,0.00827073613066454,0.152620927661169,"COG0191","G","Fructose/tagatose bisphosphate aldolase","Glycolysis","","1B57"
"C4-dicarboxylate anaerobe cells","YidC",-0.462278023883334,0.0351293729648091,0.237073082693941,"COG0706","M","Membrane protein insertase Oxa1/YidC/SpoIIIJ","","","3WO6"
"C4-dicarboxylate anaerobe cells","YidC",-0.462278023883334,0.0351293729648091,0.237073082693941,"COG1422","M","Archaeal YidC/Oxa1-related membrane protein, DUF106 family","","","5C8J"
"C4-dicarboxylate anaerobe cells","FTR1",-0.459053457146913,0.0402539131822135,0.249445542286677,"COG0672","P","High-affinity Fe2+/Pb2+ permease","","",""
"C4-dicarboxylate anaerobe cells","CheW",-0.455815661192059,0.0181204513037012,0.178854235552799,"COG0835","T","Chemotaxis signal transduction protein CheW","","","2QDL"
"C4-dicarboxylate anaerobe cells","RplM",-0.454666457315516,0.030058616732497,0.217445010709513,"COG0102","J","Ribosomal protein L13","Ribosome 50S subunit","","1VS6"
"C4-dicarboxylate anaerobe cells","AtpF",-0.448111619216322,0.0295533824401547,0.217445010709513,"COG0711","C","FoF1-type ATP synthase, membrane subunit b or b'","FoF1-type ATP synthase","","1B9U"
"C4-dicarboxylate anaerobe cells","OmpA",-0.429637003382017,0.0210818030147798,0.188454778033358,"COG2885","M","Outer membrane protein OmpA and related peptidoglycan-associated (lipo)proteins","","","1OAP"
"C4-dicarboxylate anaerobe cells","HPtr",-0.425515749216076,0.0307404986524226,0.22002744793037,"COG2198","T","HPt (histidine-containing phosphotransfer) domain","","","3IQT"
"C4-dicarboxylate anaerobe cells","TolC",-0.424036356792311,0.0229588735438915,0.18961139619116,"COG1538","M","Outer membrane protein TolC","","","1EK9"
"C4-dicarboxylate anaerobe cells","BamA",-0.42292093399447,0.018475775629885,0.17972760361827,"COG4775","M","Outer membrane protein assembly factor BamA","","","5EKQ"
"C4-dicarboxylate anaerobe cells","RpsA",-0.420752084936866,0.00452690725556022,0.116849811183029,"COG0539","J","Ribosomal protein S1","Ribosome 30S subunit","","4NNH"
"C4-dicarboxylate anaerobe cells","RplO",-0.417354662507336,0.0427481413721868,0.258724100843771,"COG0200","J","Ribosomal protein L15","Ribosome 50S subunit","","1VS6"
"C4-dicarboxylate anaerobe cells","LomR",-0.409163124073593,0.0396268936626347,0.248932773487083,"COG3637","M","Opacity protein LomR and related surface antigens","","","1Q9F"
"C4-dicarboxylate anaerobe cells","RplN",-0.380579244209892,0.0472637442659531,0.273620009696522,"COG0093","J","Ribosomal protein L14","Ribosome 50S subunit","","4V4H"
"C4-dicarboxylate anaerobe cells","RpsJ",-0.376974264597524,0.040022961110422,0.249445542286677,"COG0051","J","Ribosomal protein S10","Ribosome 30S subunit","","4V4H"
"C4-dicarboxylate anaerobe cells","AlsT",-0.372077192947764,0.039358471204939,0.248932773487083,"COG1115","E","Na+/alanine symporter","","","6CSE"
"C4-dicarboxylate anaerobe cells","CheY",-0.341982478266076,0.0418207389112652,0.25724110757398,"COG0784","T","CheY-like REC (receiver) domain, includes chemotaxis protein CheY  and sporulation regulator Spo0F","","","6QRJ"
"C4-dicarboxylate anaerobe cells","HybA",0.4134780913811,0.0424733894539661,0.258562231675948,"COG0437","C","Fe-S-cluster-containing dehydrogenase component (DMSO reductase)","","","2VPW"
"C4-dicarboxylate anaerobe cells","MgtE",0.414579667577927,0.0483292686973991,0.274408011209752,"COG2239","P","Mg/Co/Ni transporter MgtE (contains CBS domain)","","","2YVX"
"C4-dicarboxylate anaerobe cells","DnaN",0.414652972415597,0.0244886547688267,0.19674218559173,"COG0592","L","DNA polymerase III sliding clamp (beta) subunit, PCNA homolog","","","1JQJ"
"C4-dicarboxylate anaerobe cells","IspA",0.427316893626519,0.0264578207133382,0.208926248615106,"COG0142","H","Geranylgeranyl pyrophosphate synthase","Isoprenoid biosynthesis","","2AZJ"
"C4-dicarboxylate anaerobe cells","YqbO",0.431416686547888,0.0482126623054646,0.274408011209752,"COG5280","X","Phage-related minor tail protein","","",""
"C4-dicarboxylate anaerobe cells","TrmB",0.437401171969399,0.0328141515761313,0.2240087457307,"COG0220","J","tRNA G46 N7-methylase TrmB","tRNA modification","19373903;16600901","1YZH"
"C4-dicarboxylate anaerobe cells","RimI",0.438165065455473,0.0279450730995555,0.216520716952119,"COG0456","J","Ribosomal protein S18 acetylase RimI and related acetyltransferases","","","1GHE"
"C4-dicarboxylate anaerobe cells","ClpA",0.452346038448175,0.0383263267472948,0.246831692689457,"COG0542","O","ATP-dependent Clp protease, ATP-binding subunit ClpA","","","1KSF"
"C4-dicarboxylate anaerobe cells","LRR",0.459131275004978,0.0378967830603967,0.246831692689457,"COG4886","K","Leucine-rich repeat (LRR) protein","","","4OW2"
"C4-dicarboxylate anaerobe cells","Cfa",0.493141449501712,0.014224404724844,0.169687090707482,"COG2230","I","Cyclopropane fatty-acyl-phospholipid synthase and related methyltransferases","","","5Z9O"
"C4-dicarboxylate anaerobe cells","NapH",0.498407321702784,0.0247260514307816,0.197307207701034,"COG0348","C","Polyferredoxin NapH","","27322068",""
"C4-dicarboxylate anaerobe cells","YfaS",0.51734083920157,0.0384564195214734,0.246831692689457,"COG2373","R","Uncharacterized conserved protein YfaS, alpha-2-macroglobulin family","","","2A73"
"C4-dicarboxylate anaerobe cells","XtmB",0.517531823368827,0.0124671645639527,0.165807957692261,"COG1783","X","Phage terminase large subunit","","","4IDH"
"C4-dicarboxylate anaerobe cells","GroEL",0.525422982306333,0.0105522542293354,0.165127914972691,"COG0459","O","Chaperonin GroEL (HSP60 family)","","","1AON"
"C4-dicarboxylate anaerobe cells","COG3448",0.526086048775842,0.0200406463044514,0.184906275668415,"COG3448","T","CBS-domain-containing membrane protein","","",""
"C4-dicarboxylate anaerobe cells","WD40",0.531908006391992,0.019617183402907,0.18387217141931,"COG2319","R","WD40 repeat","","","3UVN"
"C4-dicarboxylate anaerobe cells","TrmN6",0.533244976787369,0.0179134877594038,0.178854235552799,"COG4123","J","tRNA1(Val) A37 N6-methylase TrmN6","tRNA modification","",""
"C4-dicarboxylate anaerobe cells","RecQ",0.541419659386806,0.0060034765261778,0.127763551564362,"COG0514","L","Superfamily II DNA helicase RecQ","","","1OYW"
"C4-dicarboxylate anaerobe cells","MdlB",0.544094192238292,0.0226834548285325,0.18961139619116,"COG1132","V","ABC-type multidrug transport system, ATPase and permease component","","","2HYD"
"C4-dicarboxylate anaerobe cells","FkpA",0.546892222143964,0.0354705899347586,0.237160602827274,"COG0545","O","FKBP-type peptidyl-prolyl cis-trans isomerase","","","1A7X"
"C4-dicarboxylate anaerobe cells","Crp",0.550020237547339,0.0181731653398272,0.178854235552799,"COG0664","T","cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases","","","1FT9"
"C4-dicarboxylate anaerobe cells","FlgG",0.555721899380248,0.0317823081221205,0.222324105753255,"COG4786","N","Flagellar basal body rod protein FlgG","","","6JZR"
"C4-dicarboxylate anaerobe cells","PulD",0.55801886873257,0.0447511436186269,0.26613466199528,"COG1450","U","Type II secretory pathway component GspD/PulD (secretin)","","","5TCQ"
"C4-dicarboxylate anaerobe cells","RecJ",0.567163010653628,0.00823024988374683,0.152620927661169,"COG0608","L","ssDNA-specific exonuclease RecJ, DHH superfamily, may be involved in archaeal DNA replication intiation","","","1IR6"
"C4-dicarboxylate anaerobe cells","RecJ",0.567163010653628,0.00823024988374683,0.152620927661169,"COG4199","L","ssDNA-specific exonuclease RecJ","","",""
"C4-dicarboxylate anaerobe cells","HsdS",0.577372221680681,0.0265359333550092,0.208926248615106,"COG0732","V","Restriction endonuclease S subunit","","","1YDX"
"C4-dicarboxylate anaerobe cells","MutS2",0.584056044679527,0.0171254819934593,0.178175422259055,"COG1193","L","dsDNA-specific endonuclease/ATPase MutS2","","",""
"C4-dicarboxylate anaerobe cells","PncB",0.610934421739298,0.0102384285277617,0.165127914972691,"COG1488","H","Nicotinic acid phosphoribosyltransferase","NAD biosynthesis","","1VLP"
"C4-dicarboxylate anaerobe cells","FbpB",0.616127868416956,0.0288021177265409,0.217445010709513,"COG1178","P","ABC-type Fe3+ transport system, permease component","","",""
"C4-dicarboxylate anaerobe cells","YhgE",0.616718969810763,0.0286990602701088,0.217445010709513,"COG1511","S","Uncharacterized membrane protein YhgE, phage infection protein (PIP) family","","",""
"C4-dicarboxylate anaerobe cells","PtsN",0.621399733822107,0.0365904678909952,0.241415321671873,"COG1762","GT","Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type)","","","2OQ3"
"C4-dicarboxylate anaerobe cells","ThiH",0.622649941593814,0.032439385343408,0.222737872619563,"COG1060","H","2-iminoacetate synthase ThiH/Menaquinone biosynthesis enzymes MqnC and MqnE","Thiamine biosynthesis","18801996","4WCX"
"C4-dicarboxylate anaerobe cells","COG4666",0.625846182580398,0.00989737864279277,0.165127914972691,"COG4666","R","TRAP-type uncharacterized transport system, fused permease components","","",""
"C4-dicarboxylate anaerobe cells","GloA",0.629216699274921,0.0382502813128474,0.246831692689457,"COG0346","Q","Catechol 2,3-dioxygenase or related enzyme, vicinal oxygen chelate (VOC) family","","11830595","3R4Q"
"C4-dicarboxylate anaerobe cells","AguA",0.632534460838673,0.0317964258620155,0.222324105753255,"COG2957","E","Agmatine/peptidylarginine deiminase","","","1VKP"
"C4-dicarboxylate anaerobe cells","FlgE",0.640125418930034,0.0146716901759407,0.171557090077088,"COG1749","N","Flagellar hook protein FlgE","","","3A69"
"C4-dicarboxylate anaerobe cells","CheC",0.642630858651082,0.0448440285665205,0.26613466199528,"COG1776","T","Phosphoaspartate phosphatase CheC, specific for CheY-P","","","2F9Z"
"C4-dicarboxylate anaerobe cells","GdhA",0.653738050987036,0.0433445764008582,0.259847435174688,"COG0334","E","Glutamate dehydrogenase/leucine dehydrogenase","Glutamine biosynthesis","24391520","1B3B"
"C4-dicarboxylate anaerobe cells","YhdJ",0.657463035638318,0.0125266775944242,0.165807957692261,"COG0863","L","DNA modification methylase","","","1BOO"
"C4-dicarboxylate anaerobe cells","AspA",0.668413291149919,0.0179163033734854,0.178854235552799,"COG1027","E","Aspartate ammonia-lyase","","","6WNG"
"C4-dicarboxylate anaerobe cells","CorC",0.67000139199379,0.0122979510552339,0.165807957692261,"COG4535","P","Mg2+ and Co2+ transporter CorC, contains CBS pair and CorC-HlyC domains","","1779764","4HG0"
